Time (s),Velocity Beam 1 (m/s),Velocity Beam 2 (m/s),Velocity Beam 3 (m/s),Velocity Beam 4 (m/s)
1720611643.6,"[-0.003, 0.0331, 0.0356]","[-0.0975, -0.0946, -0.0892]","[-0.1326, -0.0884, -0.1525]","[-0.1109, -0.1997, -0.0342]"
1720611643.606,"[-0.0356, -0.0202, 0.0132]","[-0.1223, -0.0638, -0.0886]","[-0.1431, -0.0997, -0.1612]","[-0.0833, -0.0287, -0.0341]"
1720611643.606,"[-0.0175, -0.0403, 0.0029]","[-0.0925, -0.1346, -0.0505]","[-0.092, -0.1252, -0.157]","[-0.0967, -0.0867, -0.0681]"
1720611643.622,"[-0.1049, -0.0355, -0.0162]","[-0.0843, -0.1596, -0.0944]","[-0.0987, -0.1047, -0.1092]","[-0.1276, -0.0334, -0.0715]"
1720611643.638,"[-0.0901, -0.008, 0.0992]","[-0.0862, -0.1028, -0.0364]","[-0.0577, -0.0714, -0.0838]","[-0.0642, -0.0655, 0.0546]"
1720611643.638,"[-0.0595, 0.0276, 0.0974]","[0.0055, -0.0741, -0.0157]","[-0.0883, -0.0891, -0.0427]","[-0.0514, 0.0214, 0.0162]"
1720611643.653,"[0.038, -0.0317, 0.0152]","[-0.1103, -0.0858, -0.0775]","[-0.0878, -0.1151, -0.0484]","[-0.041, -0.0253, 0.0071]"
1720611643.653,"[-0.0636, -0.015, -0.0188]","[-0.1297, -0.0778, -0.0773]","[-0.1041, -0.0681, -0.0708]","[-0.0489, -0.0096, -0.026]"
1720611643.669,"[-0.0294, -0.0374, -0.0577]","[-0.0751, -0.0927, -0.0522]","[-0.1212, -0.0814, -0.0799]","[-0.0599, -0.0226, -0.0359]"
1720611643.684,"[-0.0759, -0.049, -0.0767]","[-0.099, -0.0984, -0.0778]","[-0.1354, -0.0942, -0.0998]","[-0.0817, -0.0356, -0.0696]"
1720611643.684,"[-0.0526, -0.0712, -0.0957]","[-0.0884, -0.0953, -0.1083]","[-0.129, -0.129, -0.1288]","[-0.0329, -0.0671, -0.0967]"
1720611643.707,"[-0.1151, -0.0498, -0.0487]","[-0.1402, -0.09, -0.0471]","[-0.2019, -0.1201, -0.161]","[-0.0186, -0.0516, -0.0313]"
1720611643.707,"[-0.1039, -0.053, 0.0983]","[-0.1442, -0.0747, -0.0762]","[-0.1038, -0.0552, -0.0847]","[-0.0154, -0.0693, 0.0263]"
1720611643.722,"[0.0197, 0.0283, 0.0403]","[-0.0649, -0.0082, -0.0133]","[-0.0719, -0.0408, -0.0393]","[-0.0093, 0.0037, 0.0216]"
1720611643.738,"[0.0223, 0.1427, 0.0911]","[0.0405, 0.0889, 0.0548]","[0.001, 0.0447, 0.0226]","[-0.0365, 0.119, 0.0689]"
1720611643.753,"[0.2047, 0.1332, 0.1243]","[-0.0211, 0.069, 0.0556]","[0.0267, 0.0152, -0.0163]","[-0.1565, 0.0709, 0.0129]"
1720611643.753,"[0.0026, 0.0685, 0.0393]","[-0.1537, 0.0329, 0.0096]","[0.0202, 0.0254, 0.0051]","[0.0415, 0.0321, 0.0244]"
1720611643.753,"[0.0665, 0.0623, -0.0216]","[0.0081, 0.0386, -0.0766]","[-0.0107, -0.0511, -0.0682]","[0.13, -0.0234, -0.0603]"
1720611643.769,"[0.1006, 0.0272, 0.0258]","[-0.1174, 0.0214, -0.0461]","[-0.0656, -0.0627, -0.068]","[-0.0252, -0.0188, -0.0347]"
1720611643.785,"[0.0838, 0.0678, 0.0587]","[0.0459, 0.029, -0.0169]","[-0.0375, -0.0601, -0.0894]","[-0.0059, -0.0288, -0.032]"
1720611643.785,"[0.0632, 0.093, 0.1049]","[0.021, 0.0605, -0.0138]","[-0.057, -0.071, -0.0601]","[-0.029, 0.0014, 0.0289]"
1720611643.807,"[0.0255, 0.0012, 0.1042]","[-0.0224, -0.075, -0.0433]","[-0.0844, -0.1031, -0.0769]","[-0.0468, -0.0412, 0.0399]"
1720611643.807,"[0.0027, -0.0015, 0.0455]","[-0.0268, -0.0412, -0.0576]","[-0.1056, -0.1089, -0.122]","[-0.0855, -0.0641, -0.0917]"
1720611643.822,"[-0.0027, -0.0139, 0.0046]","[-0.0502, -0.0556, -0.0388]","[-0.1175, -0.1181, -0.0995]","[-0.0958, -0.0684, -0.0046]"
1720611643.838,"[-0.0058, 0.0178, 0.0032]","[-0.0279, -0.0326, -0.0378]","[-0.0827, -0.097, -0.0967]","[-0.0776, -0.0449, 0.0723]"
1720611643.838,"[-0.0175, 0.0243, -0.0328]","[-0.0898, -0.0275, -0.0534]","[-0.1074, -0.0882, -0.054]","[-0.0727, -0.0359, -0.0383]"
1720611643.854,"[-0.0491, -0.0002, 0.0522]","[-0.0736, -0.0444, -0.0464]","[-0.1281, -0.1267, -0.0711]","[-0.1003, -0.0612, -0.073]"
1720611643.854,"[-0.0343, -0.0386, 0.0943]","[-0.0524, -0.0656, -0.0211]","[-0.1249, -0.1229, -0.0895]","[-0.0964, -0.0884, -0.0737]"
1720611643.869,"[-0.0271, -0.0112, 0.1216]","[-0.0452, -0.0442, -0.0104]","[-0.0654, -0.0804, -0.0618]","[-0.0074, -0.0542, -0.0809]"
1720611643.885,"[-0.018, 0.0296, 0.1395]","[-0.0464, -0.0143, 0.0549]","[0.0076, -0.0392, -0.0176]","[0.0078, -0.0162, 0.0281]"
1720611643.885,"[0.0514, 0.0435, 0.0679]","[0.0012, 0.0116, 0.0133]","[0.0105, -0.01, -0.0423]","[-0.0171, 0.0232, 0.0215]"
1720611643.907,"[0.0889, 0.049, 0.0995]","[0.0069, 0.0091, 0.015]","[0.0071, -0.0111, -0.0381]","[-0.0072, 0.0329, 0.0563]"
1720611643.907,"[0.0405, 0.0122, 0.1056]","[-0.0029, -0.0177, 0.0423]","[-0.0319, -0.0383, 0.0044]","[0.0224, 0.053, 0.0726]"
1720611643.923,"[0.0218, 0.0317, -0.0384]","[-0.0249, -0.0246, 0.0191]","[-0.0523, -0.0518, 0.0026]","[0.0215, 0.033, -0.0265]"
1720611643.938,"[0.0329, 0.0056, 0.0919]","[-0.0471, -0.0418, -0.0753]","[-0.0673, -0.0698, -0.0942]","[-0.06, -0.0199, -0.0559]"
1720611643.938,"[0.0149, -0.0026, 0.0855]","[-0.0409, -0.0648, -0.0632]","[-0.0941, -0.0946, -0.0796]","[-0.05, -0.0468, -0.0422]"
1720611643.954,"[-0.0899, -0.0418, -0.108]","[-0.0641, -0.0747, -0.051]","[-0.094, -0.1098, -0.1199]","[-0.0187, -0.0701, -0.047]"
1720611643.954,"[-0.0195, 0.0243, -0.0303]","[-0.03, -0.0399, -0.0797]","[-0.1052, -0.0906, -0.1424]","[0.0025, -0.0202, 0.001]"
1720611643.97,"[0.0004, 0.0231, -0.0173]","[-0.0782, -0.0221, -0.1399]","[-0.1208, -0.0741, -0.1673]","[0.0311, 0.0673, -0.0404]"
1720611643.985,"[-0.0064, -0.0246, -0.0246]","[-0.0781, -0.0543, -0.1275]","[-0.0997, -0.1565, -0.1418]","[-0.0822, -0.0655, -0.0502]"
1720611643.985,"[-0.0322, -0.094, -0.0578]","[-0.1116, -0.1864, -0.1479]","[-0.1843, -0.2375, -0.185]","[-0.0492, -0.1443, -0.1091]"
1720611644.007,"[-0.0468, -0.0374, -0.0274]","[-0.1368, -0.1279, -0.1516]","[-0.193, -0.1656, -0.2402]","[-0.0398, -0.0916, -0.0847]"
1720611644.007,"[0.0399, -0.018, -0.0381]","[-0.0283, -0.125, -0.1486]","[-0.1589, -0.1894, -0.1822]","[-0.0013, -0.0365, -0.0798]"
1720611644.023,"[0.0534, 0.0599, -0.0643]","[-0.0324, -0.1196, -0.1619]","[-0.1895, -0.2046, -0.2019]","[-0.0039, -0.0506, -0.0929]"
1720611644.039,"[0.1096, 0.0519, 0.0953]","[-0.0503, -0.1551, -0.1288]","[-0.1479, -0.2259, -0.2359]","[-0.0173, -0.0669, -0.0956]"
1720611644.039,"[0.2159, 0.133, 0.1689]","[-0.075, -0.047, -0.013]","[-0.2368, -0.0367, -0.0732]","[-0.0872, 0.0982, 0.1386]"
1720611644.054,"[0.0407, 0.1098, 0.1616]","[-0.1442, -0.0217, 0.1197]","[-0.2809, -0.0078, 0.029]","[-0.0544, 0.1519, 0.123]"
1720611644.07,"[0.0579, 0.1427, 0.072]","[0.0371, 0.0743, 0.0489]","[0.139, -0.0918, 0.069]","[0.2518, 0.0807, 0.035]"
1720611644.07,"[0.0932, 0.1643, 0.0918]","[-0.1079, 0.0884, 0.0265]","[-0.1021, -0.1078, -0.1441]","[0.0167, 0.0239, -0.0283]"
1720611644.086,"[0.2603, 0.1892, 0.0977]","[0.1204, -0.0048, -0.0503]","[-0.0752, -0.109, -0.1047]","[0.0762, 0.0604, 0.012]"
1720611644.086,"[0.1906, 0.1516, 0.1344]","[0.0538, 0.0064, -0.0479]","[-0.1063, -0.1787, -0.0967]","[-0.0321, -0.0226, 0.0161]"
1720611644.108,"[0.1227, 0.15, 0.1529]","[0.0207, 0.0067, 0.0592]","[-0.0609, -0.1097, -0.0846]","[-0.0347, -0.0237, 0.0383]"
1720611644.108,"[0.1001, 0.1076, 0.0896]","[-0.011, 0.0229, -0.0178]","[-0.0516, -0.072, -0.1365]","[-0.0432, 0.0347, -0.0119]"
1720611644.123,"[0.0703, 0.0704, 0.071]","[-0.0217, -0.0737, -0.1248]","[-0.0475, -0.1451, -0.2015]","[0.0839, -0.0169, -0.0397]"
1720611644.123,"[0.1983, 0.2122, 0.1209]","[0.0615, 0.0413, -0.0206]","[0.0039, -0.0051, -0.1014]","[-0.1391, 0.1231, -0.0147]"
1720611644.139,"[0.0934, 0.1828, 0.1494]","[0.0948, 0.0493, -0.0182]","[-0.1038, -0.0535, -0.0807]","[-0.0715, 0.0856, 0.0107]"
1720611644.155,"[0.0636, 0.1231, 0.1779]","[0.0724, 0.0234, 0.022]","[-0.089, -0.0646, -0.0541]","[-0.0467, 0.0433, 0.0799]"
1720611644.155,"[0.0825, 0.0917, 0.0189]","[-0.0259, -0.0213, 0.0137]","[-0.1415, -0.0864, -0.0412]","[0.0074, 0.0396, 0.0696]"
1720611644.17,"[0.05, 0.0526, -0.0481]","[-0.0987, -0.066, -0.01]","[-0.1412, -0.1215, -0.2015]","[-0.0072, -0.0247, -0.1324]"
1720611644.186,"[0.0441, 0.0393, 0.0127]","[0.0036, -0.0965, -0.1317]","[-0.1441, -0.1528, -0.2009]","[-0.0335, -0.0114, -0.1166]"
1720611644.186,"[0.0607, 0.0266, 0.0573]","[-0.0439, -0.063, -0.0476]","[-0.0544, -0.139, -0.1466]","[-0.0426, -0.0448, -0.054]"
1720611644.208,"[0.0911, 0.0892, 0.0929]","[0.0256, -0.0188, -0.0041]","[-0.0863, -0.109, -0.1134]","[0.0108, 0.0071, -0.048]"
1720611644.208,"[0.094, 0.0785, 0.0531]","[-0.0623, -0.0384, 0.0054]","[-0.0752, -0.1131, -0.1058]","[0.0109, 0.0074, 0.0259]"
1720611644.239,"[0.0223, 0.0228, 0.0119]","[-0.0788, -0.1235, -0.1044]","[-0.1011, -0.1858, -0.1427]","[-0.0246, -0.0105, -0.0226]"
1720611644.239,"[-0.0384, 0.0541, 0.0021]","[-0.2285, -0.0432, -0.0473]","[-0.196, -0.1285, -0.179]","[-0.0819, -0.0214, -0.058]"
1720611644.239,"[0.0337, 0.0565, 0.0868]","[-0.0384, -0.0589, -0.0447]","[-0.136, -0.1319, -0.1283]","[-0.0262, -0.0222, -0.0069]"
1720611644.255,"[-0.0414, 0.0403, 0.0199]","[-0.0258, -0.0792, -0.0602]","[-0.1451, -0.153, -0.1408]","[-0.0175, -0.0417, 0.0199]"
1720611644.255,"[0.0413, 0.0664, 0.1458]","[-0.1143, -0.0487, -0.0438]","[-0.1396, -0.0519, -0.1026]","[0.0071, 0.0008, 0.0399]"
1720611644.271,"[0.0534, 0.0802, 0.1022]","[-0.0432, -0.0567, -0.0114]","[-0.1188, -0.1029, -0.0802]","[-0.0056, 0.0049, 0.039]"
1720611644.286,"[0.0785, 0.0502, 0.0556]","[-0.0109, -0.0134, -0.0162]","[-0.109, -0.0977, -0.0525]","[0.0039, -0.0269, 0.0332]"
1720611644.286,"[0.068, 0.056, 0.0301]","[-0.0423, -0.0159, -0.044]","[-0.1217, -0.1003, -0.1273]","[-0.0548, -0.0278, -0.0407]"
1720611644.308,"[0.0328, 0.0311, 0.0459]","[-0.0532, -0.0497, -0.0276]","[-0.1677, -0.1311, -0.136]","[-0.2441, -0.0461, -0.0196]"
1720611644.308,"[-0.0632, 0.002, 0.0553]","[-0.1179, -0.0711, -0.065]","[-0.1444, -0.1317, -0.0927]","[-0.1429, -0.0614, -0.0011]"
1720611644.324,"[-0.0304, 0.0148, 0.035]","[-0.103, -0.0537, -0.1026]","[-0.1871, -0.1107, -0.1141]","[-0.1144, -0.0497, -0.0262]"
1720611644.324,"[-0.0475, 0.0484, 0.0369]","[-0.1036, 0.0242, -0.0469]","[-0.1055, -0.0444, -0.1057]","[-0.1107, -0.0145, -0.026]"
1720611644.34,"[-0.0194, 0.046, 0.0276]","[-0.0443, 0.0176, -0.0411]","[-0.0102, -0.0509, -0.1038]","[-0.0232, -0.0281, -0.0476]"
1720611644.355,"[0.0574, 0.0362, 0.0102]","[0.0259, 0.0088, -0.096]","[0.0096, -0.0459, -0.0981]","[0.0073, -0.037, -0.0479]"
1720611644.355,"[0.0827, 0.0543, 0.0903]","[0.0128, -0.0094, -0.0969]","[-0.1189, -0.1861, -0.1946]","[0.0279, -0.024, 0.0594]"
1720611644.378,"[0.104, 0.1408, 0.0972]","[0.0157, 0.0196, -0.0487]","[-0.0958, -0.1196, -0.0804]","[-0.0255, 0.0762, 0.0866]"
1720611644.408,"[0.1155, 0.1335, 0.1971]","[0.0217, 0.0103, -0.0661]","[-0.0812, -0.0983, -0.124]","[-0.0396, 0.0194, 0.0593]"
1720611644.408,"[0.1279, 0.1213, 0.367]","[0.0665, 0.0315, 0.0075]","[-0.106, -0.0865, -0.0652]","[-0.0524, -0.0067, 0.0924]"
1720611644.408,"[0.0828, 0.1078, 0.3502]","[-0.0086, -0.0087, 0.0396]","[-0.0868, -0.0824, -0.0401]","[0.0279, 0.0203, 0.0243]"
1720611644.408,"[0.067, 0.0677, 0.1441]","[-0.0337, -0.0447, -0.0563]","[-0.0967, -0.1138, -0.0912]","[0.016, -0.0021, 0.0916]"
1720611644.424,"[0.0632, 0.0429, 0.0664]","[-0.0688, -0.0652, -0.0902]","[-0.1193, -0.1569, -0.1544]","[-0.0208, -0.0509, 0.051]"
1720611644.424,"[0.0671, 0.0474, 0.0529]","[-0.0464, -0.1101, -0.0772]","[-0.1343, -0.1764, -0.1339]","[0.0052, -0.0258, -0.0103]"
1720611644.44,"[0.1167, 0.0151, 0.0101]","[-0.0439, -0.1518, -0.1695]","[-0.1511, -0.2036, -0.1723]","[0.018, -0.0831, -0.0874]"
1720611644.455,"[0.1187, 0.0265, 0.0747]","[-0.0631, -0.1221, -0.0882]","[-0.0976, -0.1923, -0.2579]","[0.0043, -0.0616, -0.1102]"
1720611644.455,"[0.0921, 0.1985, 0.1779]","[-0.0038, 0.0584, 0.0198]","[-0.1023, -0.0888, -0.1281]","[0.0024, 0.0318, 0.0257]"
1720611644.471,"[0.0747, 0.1654, 0.1934]","[-0.0972, -0.0582, 0.0356]","[-0.1862, -0.1162, -0.0811]","[0.0028, 0.0519, 0.076]"
1720611644.486,"[0.0396, 0.1539, 0.1868]","[-0.1173, -0.0268, 0.0228]","[-0.1997, -0.1251, -0.0864]","[-0.0409, 0.0309, 0.0704]"
1720611644.486,"[-0.0067, -0.0504, 0.0676]","[-0.0921, -0.2025, -0.1253]","[-0.2724, -0.2841, -0.1555]","[-0.1355, -0.1135, 0.0483]"
1720611644.509,"[-0.0652, -0.0662, -0.0167]","[-0.1311, -0.199, -0.0805]","[-0.3202, -0.2925, -0.2088]","[-0.1771, -0.1539, -0.1303]"
1720611644.509,"[-0.0944, -0.0872, -0.0367]","[-0.1323, -0.1916, -0.1105]","[-0.286, -0.3287, -0.2896]","[-0.1818, -0.1954, -0.1896]"
1720611644.524,"[-0.0741, -0.1362, -0.0436]","[-0.2097, -0.229, -0.1503]","[-0.2714, -0.3393, -0.3306]","[-0.0862, -0.2172, -0.1421]"
1720611644.524,"[-0.0177, -0.1348, -0.0798]","[-0.175, -0.2387, -0.1727]","[-0.2929, -0.3418, -0.3043]","[-0.1829, -0.2443, -0.1627]"
1720611644.555,"[-0.0241, -0.1429, -0.1796]","[-0.155, -0.2299, -0.198]","[-0.254, -0.3405, -0.3374]","[-0.1712, -0.2444, -0.2559]"
1720611644.555,"[-0.0281, -0.0729, 0.1295]","[-0.1522, -0.1759, -0.1646]","[-0.2796, -0.2466, -0.2467]","[-0.1311, -0.1492, -0.0169]"
1720611644.555,"[-0.0078, 0.0093, -0.0188]","[-0.1005, -0.1134, -0.1544]","[-0.1634, -0.1777, -0.1719]","[-0.1377, -0.059, 0.028]"
1720611644.571,"[-0.0198, 0.0263, -0.0575]","[-0.0576, -0.1206, -0.1956]","[-0.1395, -0.1795, -0.236]","[-0.0827, -0.0621, -0.0314]"
1720611644.587,"[0.0928, 0.0695, 0.0909]","[-0.0026, -0.0703, -0.1869]","[-0.0306, -0.1555, -0.0959]","[-0.0309, -0.0189, 0.0067]"
1720611644.587,"[0.0994, 0.058, 0.0917]","[0.0097, -0.0772, -0.0945]","[-0.0313, -0.1591, -0.1162]","[0.0229, -0.0473, 0.0241]"
1720611644.609,"[0.096, 0.072, 0.1032]","[0.0086, -0.0447, -0.0252]","[-0.0679, -0.1172, -0.0829]","[0.0483, -0.0264, 0.0572]"
1720611644.609,"[0.0708, 0.0588, 0.061]","[-0.0049, -0.0148, -0.0358]","[-0.0459, -0.0831, -0.0822]","[0.0047, -0.0051, 0.0417]"
1720611644.624,"[0.0935, 0.1571, 0.0673]","[0.0238, 0.0804, -0.0047]","[-0.0191, -0.0007, -0.0604]","[0.0551, 0.0753, 0.036]"
1720611644.624,"[0.0861, 0.11, 0.0596]","[-0.0094, 0.0032, -0.0436]","[-0.0349, -0.0421, -0.0846]","[0.0628, 0.0689, 0.0277]"
1720611644.64,"[0.0762, 0.0871, 0.0519]","[-0.0175, -0.0288, -0.0507]","[-0.0355, -0.0513, -0.0926]","[0.0432, 0.0511, 0.0157]"
1720611644.656,"[0.0919, 0.0789, 0.0486]","[-0.0433, -0.0342, -0.0521]","[-0.0652, -0.0108, -0.0999]","[0.0242, 0.0775, -0.0057]"
1720611644.656,"[0.0426, 0.0664, 0.0049]","[-0.0479, -0.0151, -0.0652]","[-0.0405, -0.0232, -0.1154]","[0.044, 0.0614, -0.0226]"
1720611644.671,"[0.0081, 0.0598, 0.0276]","[-0.1053, -0.0698, -0.1003]","[-0.0628, -0.1, -0.1498]","[0.0665, 0.0311, -0.0481]"
1720611644.687,"[-0.0072, -0.0285, -0.038]","[-0.0573, -0.1019, -0.0604]","[-0.1482, -0.077, -0.152]","[0.0321, 0.031, -0.0482]"
1720611644.687,"[-0.0065, -0.0214, -0.0381]","[-0.0265, -0.0999, -0.1102]","[-0.053, -0.0723, -0.1384]","[-0.0633, -0.0005, -0.0777]"
1720611644.709,"[0.0219, 0.2882, 0.0069]","[0.0046, -0.1032, -0.1028]","[-0.0498, -0.0954, -0.1392]","[0.01, 0.0335, -0.0541]"
1720611644.709,"[0.0539, -0.018, -0.0092]","[0.0097, -0.0613, -0.0943]","[-0.0513, -0.1157, -0.1234]","[0.0094, 0.0093, -0.0757]"
1720611644.725,"[0.068, 0.0835, -0.0549]","[0.006, -0.0818, -0.1294]","[-0.0518, -0.1582, -0.1284]","[0.0186, -0.0024, -0.0783]"
1720611644.725,"[0.0599, 0.026, -0.0477]","[0.0105, -0.0499, -0.116]","[0.0647, -0.0752, -0.1188]","[-0.0147, -0.0355, -0.0595]"
1720611644.74,"[0.0539, -0.0033, -0.0168]","[-0.0364, -0.0797, -0.0926]","[0.0004, -0.1155, -0.1153]","[0.0624, -0.0456, -0.0405]"
1720611644.756,"[0.1241, 0.0052, 0.065]","[0.0884, -0.0045, -0.0651]","[0.0313, -0.0623, -0.0178]","[0.0647, 0.0262, 0.0083]"
1720611644.756,"[0.18, -0.0024, 0.1058]","[0.1493, -0.0041, 0.0026]","[0.0841, -0.0836, -0.0467]","[0.1091, -0.0226, -0.0029]"
1720611644.772,"[0.1765, 0.0559, 0.1093]","[0.139, -0.0271, 0.0102]","[0.0983, -0.0236, -0.0281]","[0.1159, 0.0371, 0.0405]"
1720611644.787,"[0.1481, 0.1954, 0.1421]","[0.0679, 0.0833, 0.0261]","[0.0753, 0.0386, -0.0047]","[0.1764, 0.1437, 0.0478]"
1720611644.787,"[0.1864, 0.1901, 0.1571]","[0.0961, 0.0987, 0.0681]","[-0.0339, 0.0218, -0.014]","[0.1352, 0.1324, 0.0718]"
1720611644.803,"[0.2087, 0.2115, 0.1156]","[0.0048, 0.0804, 0.0142]","[-0.1105, -0.0228, -0.0292]","[0.0801, 0.1115, 0.0567]"
1720611644.809,"[0.1043, 0.2082, 0.2098]","[-0.0508, 0.0543, 0.0452]","[-0.1227, -0.0164, -0.0173]","[0.0472, 0.1193, 0.0935]"
1720611644.825,"[0.092, 0.1509, 0.0555]","[-0.0725, 0.0183, -0.166]","[-0.1594, -0.0813, -0.0598]","[-0.024, -0.0436, -0.0091]"
1720611644.825,"[0.0138, 0.0647, 0.0984]","[-0.0917, -0.1138, -0.0655]","[-0.1665, -0.1579, -0.1095]","[-0.0691, -0.0599, 0.0249]"
1720611644.841,"[-0.076, -0.0034, 0.0407]","[-0.1501, -0.1469, -0.0796]","[-0.2346, -0.2141, -0.1517]","[-0.1473, -0.0248, -0.035]"
1720611644.856,"[-0.0928, 0.0091, 0.2285]","[-0.1709, -0.1327, -0.2171]","[-0.227, -0.104, -0.2203]","[-0.1322, -0.0053, -0.058]"
1720611644.872,"[0.0189, 0.1286, 0.2141]","[-0.061, -0.042, -0.0109]","[-0.0857, -0.0831, -0.0599]","[0.0935, 0.0418, 0.1718]"
1720611644.872,"[-0.0425, -0.0428, -0.051]","[-0.1558, -0.2345, -0.2488]","[-0.1835, -0.2343, -0.2404]","[-0.02, -0.0273, -0.0179]"
1720611644.887,"[0.0572, 0.0652, -0.0045]","[-0.1305, -0.1711, -0.2604]","[-0.1469, -0.2509, -0.1912]","[0.025, -0.0325, -0.1101]"
1720611644.887,"[0.1686, 0.1468, 0.1142]","[-0.1054, -0.1542, -0.1478]","[-0.1983, -0.2521, -0.2361]","[0.0456, 0.049, 0.0401]"
1720611644.903,"[0.0833, 0.2169, 0.1229]","[-0.1595, -0.0769, -0.149]","[-0.1774, -0.1679, -0.2567]","[0.1401, 0.0885, 0.0071]"
1720611644.91,"[0.1673, 0.1289, 0.1742]","[-0.1111, -0.1612, -0.0239]","[-0.2488, -0.2771, -0.2417]","[0.0922, 0.0321, 0.0036]"
1720611644.925,"[0.1519, 0.1141, 0.1697]","[-0.1215, -0.1484, -0.1487]","[-0.2202, -0.2633, -0.2371]","[0.0054, 0.0176, 0.1464]"
1720611644.925,"[0.1574, 0.3658, 0.3905]","[-0.0717, 0.1497, 0.1247]","[-0.2522, -0.0314, -0.0312]","[0.0186, 0.2887, 0.2191]"
1720611644.941,"[0.1083, 0.2679, 0.3722]","[-0.1607, 0.017, 0.1125]","[-0.2983, -0.1238, -0.027]","[0.0258, 0.1638, 0.1771]"
1720611644.957,"[0.1568, 0.2087, 0.3001]","[-0.115, -0.0717, 0.0918]","[-0.2438, -0.1976, -0.0595]","[0.0191, 0.0786, 0.049]"
1720611644.957,"[0.1687, 0.2522, 0.1884]","[-0.0857, -0.0389, -0.012]","[-0.2874, -0.1376, -0.1298]","[0.0406, 0.1194, 0.0764]"
1720611644.972,"[0.0848, 0.1557, 0.1176]","[-0.1811, -0.1189, -0.1049]","[-0.2425, -0.2644, -0.2444]","[0.0117, 0.0082, 0.0511]"
1720611644.988,"[0.101, 0.1476, 0.1323]","[-0.1235, -0.108, -0.0834]","[-0.2306, -0.2181, -0.1762]","[-0.0223, 0.0094, 0.041]"
1720611644.988,"[0.0297, 0.1172, 0.0532]","[-0.1525, -0.0802, -0.1304]","[-0.1398, -0.1359, -0.1699]","[0.0121, 0.0612, -0.0278]"
1720611645.003,"[0.1253, 0.1167, 0.1246]","[-0.1473, -0.0962, -0.1278]","[-0.1702, -0.1877, -0.1524]","[0.0722, 0.0443, -0.0003]"
1720611645.01,"[0.0395, 0.0723, 0.1088]","[-0.0134, -0.1174, -0.0709]","[-0.1373, -0.2625, -0.2496]","[0.0398, -0.0541, -0.069]"
1720611645.041,"[0.0723, 0.0813, 0.0993]","[-0.0632, -0.1265, -0.109]","[-0.1704, -0.2675, -0.2548]","[-0.0307, -0.0629, -0.071]"
1720611645.041,"[0.1884, 0.1651, 0.1645]","[-0.0067, -0.0108, -0.0139]","[-0.1682, -0.1925, -0.2432]","[0.0502, 0.0363, -0.0347]"
1720611645.041,"[0.2105, 0.1691, 0.1423]","[-0.0437, -0.0663, -0.1195]","[-0.181, -0.2147, -0.2887]","[0.0809, 0.0032, -0.044]"
1720611645.057,"[0.0301, 0.0962, 0.1355]","[-0.0808, -0.1256, -0.0906]","[-0.2108, -0.2722, -0.2278]","[-0.1688, -0.0436, -0.0173]"
1720611645.057,"[0.0838, 0.1252, 0.1239]","[-0.0723, -0.0633, -0.0662]","[-0.1774, -0.1884, -0.1952]","[-0.2584, -0.0193, 0.0961]"
1720611645.072,"[0.0754, 0.1632, 0.1767]","[-0.0796, -0.0647, -0.0434]","[-0.2356, -0.2397, -0.1068]","[-0.0706, 0.0065, 0.1221]"
1720611645.088,"[0.0471, 0.0393, 0.1173]","[-0.0543, -0.1534, -0.084]","[-0.1119, -0.2974, -0.2176]","[0.0336, -0.0985, -0.0726]"
1720611645.088,"[0.1992, 0.0652, 0.103]","[-0.1448, -0.1523, -0.1324]","[-0.4084, -0.2483, -0.2524]","[-0.167, -0.0449, -0.0122]"
1720611645.104,"[-0.0015, 0.0635, 0.1521]","[-0.2163, -0.0818, -0.0291]","[-0.3094, -0.2414, -0.1719]","[-0.1213, -0.0862, 0.0542]"
1720611645.11,"[-0.0132, 0.1134, 0.0987]","[-0.2207, -0.0695, 0.0059]","[-0.2756, -0.1309, -0.0912]","[-0.0828, 0.0519, 0.0681]"
1720611645.126,"[-0.1184, 0.0879, 0.0824]","[-0.1907, -0.1017, -0.0919]","[-0.223, -0.1529, -0.1169]","[-0.1519, 0.0329, 0.0204]"
1720611645.126,"[0.0431, -0.065, 0.0919]","[-0.1483, -0.2098, -0.0539]","[-0.1775, -0.3266, -0.1992]","[0.0172, -0.1781, 0.0631]"
1720611645.141,"[-0.1175, -0.0614, 0.0212]","[-0.1987, -0.1719, -0.1352]","[-0.2055, -0.2821, -0.1579]","[-0.0446, -0.117, -0.0128]"
1720611645.157,"[-0.0645, 0.0133, 0.0305]","[-0.1842, -0.1363, -0.0435]","[-0.3097, -0.2686, -0.1493]","[-0.1542, -0.0974, -0.018]"
1720611645.157,"[-0.0025, 0.0223, -0.1104]","[-0.1005, -0.0941, -0.2177]","[-0.271, -0.1955, -0.254]","[-0.1543, -0.0671, -0.0874]"
1720611645.173,"[-0.1242, -0.1151, -0.0855]","[-0.1114, -0.2632, -0.2734]","[-0.1553, -0.3083, -0.34]","[-0.0592, -0.1623, -0.1563]"
1720611645.188,"[0.0174, 0.0137, -0.1035]","[-0.0946, -0.1586, -0.2714]","[-0.139, -0.1882, -0.3418]","[-0.0187, -0.0103, -0.1895]"
1720611645.188,"[0.0192, -0.005, -0.0758]","[-0.1031, -0.1583, -0.1839]","[-0.1425, -0.1896, -0.197]","[-0.0059, -0.0269, -0.0503]"
